51.5018234252,-0.0015699999,13:38:52,20/10/2016,124.00,124.15,125.00,79.00,79.00,79.00,205.00
51.5018157958,-0.0015782999,13:38:53,20/10/2016,124.00,124.00,124.00,78.00,78.41,79.00,205.00
51.5018081665,-0.0015865999,13:38:54,20/10/2016,124.00,124.00,124.00,78.00,78.00,79.00,205.00
51.5017890930,-0.0015950000,13:38:55,20/10/2016,124.00,123.94,124.00,78.00,78.00,79.00,205.00
51.5017814636,-0.0016032999,13:38:56,20/10/2016,123.00,123.00,124.00,78.00,78.00,78.00,205.00
51.5017662048,-0.0016083002,13:38:57,20/10/2016,123.00,123.00,123.00,78.00,78.00,78.00,205.00
51.5017509460,-0.0016116000,13:38:58,20/10/2016,122.00,122.35,123.00,78.00,78.00,78.00,205.00
51.5017433166,-0.0016166001,13:38:59,20/10/2016,122.00,122.03,123.00,78.00,78.00,78.00,205.00
51.5017318725,-0.0016250000,13:39:0,20/10/2016,122.00,122.00,122.00,78.00,78.00,78.00,205.00
51.5017166137,-0.0016332998,13:39:1,20/10/2016,122.00,121.79,122.00,78.00,78.00,78.00,205.00
51.5017089843,-0.0016400001,13:39:2,20/10/2016,121.00,121.14,122.00,78.00,78.00,78.00,205.00
51.5016937255,-0.0016466000,13:39:3,20/10/2016,121.00,121.00,121.00,77.00,77.76,78.00,205.00
51.5016746520,-0.0016515999,13:39:4,20/10/2016,121.00,121.00,121.00,77.00,77.02,78.00,205.00
51.5016670227,-0.0016583001,13:39:5,20/10/2016,121.00,121.00,121.00,78.00,77.19,78.00,205.00
51.5016593933,-0.0016633000,13:39:6,20/10/2016,121.00,121.00,121.00,78.00,77.47,78.00,205.00
51.5016441345,-0.0016699999,13:39:7,20/10/2016,121.00,121.00,121.00,77.00,77.06,78.00,205.00
51.5016288757,-0.0016750000,13:39:8,20/10/2016,121.00,120.91,121.00,77.00,77.00,78.00,205.00
51.5016212463,-0.0016799999,13:39:9,20/10/2016,120.00,120.13,121.00,77.00,77.00,77.00,205.00
51.5016021728,-0.0016815998,13:39:10,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,205.00
51.5015869140,-0.0016850001,13:39:11,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,205.00
51.5015792846,-0.0016900001,13:39:12,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,205.00
51.5015640258,-0.0016933001,13:39:13,20/10/2016,120.00,120.00,121.00,77.00,77.29,78.00,205.00
51.5015525817,-0.0016949999,13:39:14,20/10/2016,120.00,120.01,122.00,77.00,77.07,78.00,205.00
51.5015373229,-0.0017000001,13:39:15,20/10/2016,119.00,119.83,122.00,77.00,77.50,78.00,205.00
51.5015220642,-0.0017049999,13:39:16,20/10/2016,119.00,119.00,120.00,77.00,77.00,77.00,205.00
51.5015144348,-0.0017115998,13:39:17,20/10/2016,119.00,119.00,120.00,77.00,77.00,77.00,205.00
51.5014991760,-0.0017200000,13:39:18,20/10/2016,119.00,119.00,119.00,77.00,77.00,77.00,205.00
51.5014877319,-0.0017282999,13:39:19,20/10/2016,118.00,118.18,119.00,77.00,77.00,77.00,14555.18
51.5014724731,-0.0017366001,13:39:20,20/10/2016,118.00,118.02,119.00,77.00,77.00,77.00,14555.18
51.5014648437,-0.0017433000,13:39:21,20/10/2016,115.00,115.82,117.00,76.00,75.96,77.00,14555.18
51.5014495849,-0.0017482998,13:39:22,20/10/2016,114.00,113.67,115.00,75.00,75.00,75.00,14555.18
51.5014305114,-0.0017533001,13:39:23,20/10/2016,115.00,114.11,115.00,75.00,75.01,76.00,14555.18
51.5014228820,-0.0017600001,13:39:24,20/10/2016,116.00,114.54,116.00,76.00,75.37,76.00,14555.18
51.5014076232,-0.0017700002,13:39:25,20/10/2016,116.00,115.39,116.00,76.00,76.00,76.00,14555.18
51.5013999938,-0.0017783000,13:39:26,20/10/2016,115.00,114.94,116.00,77.00,76.13,77.00,14555.18
51.5013847351,-0.0017849999,13:39:27,20/10/2016,116.00,115.65,116.00,77.00,76.95,77.00,14555.18
51.5013771057,-0.0017933001,13:39:28,20/10/2016,116.00,116.01,117.00,77.00,77.00,77.00,14555.18
51.5013580322,-0.0018000000,13:39:29,20/10/2016,117.00,117.00,117.00,77.00,77.00,77.00,14555.18
51.5013427734,-0.0018050001,13:39:30,20/10/2016,116.00,116.75,117.00,77.00,77.00,77.00,14555.18
51.5013351440,-0.0018150001,13:39:31,20/10/2016,115.00,115.08,116.00,77.00,77.00,77.00,14555.18
51.5013198852,-0.0018265999,13:39:32,20/10/2016,115.00,114.89,115.00,77.00,77.00,77.00,14555.18
51.5013084411,-0.0018400001,13:39:33,20/10/2016,117.00,115.85,117.00,77.00,77.12,78.00,14555.18
51.5013008117,-0.0018565999,13:39:34,20/10/2016,117.00,117.14,118.00,78.00,77.86,78.00,14555.18
51.5012931823,-0.0018766000,13:39:35,20/10/2016,118.00,118.00,118.00,78.00,78.00,78.00,14555.18
51.5012931823,-0.0018966001,13:39:36,20/10/2016,117.00,117.27,118.00,78.00,78.00,78.00,14555.18
51.5012931823,-0.0019166000,13:39:37,20/10/2016,116.00,116.66,118.00,77.00,77.36,78.00,14555.18
51.5012931823,-0.0019383000,13:39:38,20/10/2016,116.00,114.59,116.00,77.00,76.24,77.00,14555.18
51.5012931823,-0.0019583001,13:39:39,20/10/2016,118.00,116.59,118.00,77.00,77.00,77.00,14555.18
51.5012855529,-0.0019800001,13:39:40,20/10/2016,119.00,118.43,119.00,78.00,77.06,78.00,14555.18
51.5012855529,-0.0020016000,13:39:41,20/10/2016,120.00,119.74,121.00,78.00,77.97,78.00,14555.18
51.5012779235,-0.0020216000,13:39:42,20/10/2016,121.00,120.99,121.00,78.00,78.00,78.00,14555.18
51.5012779235,-0.0020415999,13:39:43,20/10/2016,122.00,121.30,122.00,78.00,78.00,78.00,14555.18
51.5012702941,-0.0020599999,13:39:44,20/10/2016,121.00,121.58,122.00,78.00,77.64,78.00,14555.18
51.5012626647,-0.0020750000,13:39:45,20/10/2016,121.00,121.00,121.00,78.00,77.61,78.00,14555.18
51.5012435913,-0.0020883002,13:39:46,20/10/2016,120.00,120.67,121.00,77.00,77.43,78.00,14555.18
51.5012359619,-0.0020999999,13:39:47,20/10/2016,120.00,120.05,121.00,77.00,77.00,77.00,14555.18
51.5012207031,-0.0021082999,13:39:48,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,14555.18
51.5012054443,-0.0021133003,13:39:49,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,14555.18
51.5011978149,-0.0021166002,13:39:50,20/10/2016,120.00,120.01,121.00,77.00,77.00,77.00,16113.72
51.5011787414,-0.0021216001,13:39:51,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,16113.72
51.5011634826,-0.0021233000,13:39:52,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,16113.72
51.5011558532,-0.0021266002,13:39:53,20/10/2016,120.00,120.00,120.00,77.00,77.00,77.00,16113.72
51.5011405944,-0.0021333000,13:39:54,20/10/2016,120.00,119.83,120.00,77.00,77.00,77.00,16113.72
51.5011329650,-0.0021400001,13:39:55,20/10/2016,119.00,119.45,120.00,77.00,77.00,77.00,16113.72
51.5011138916,-0.0021483001,13:39:56,20/10/2016,120.00,120.02,121.00,78.00,77.13,78.00,16113.72
51.5011062622,-0.0021549999,13:39:57,20/10/2016,120.00,120.05,121.00,77.00,77.71,78.00,16113.72
51.5010910034,-0.0021600000,13:39:58,20/10/2016,121.00,120.19,122.00,78.00,77.94,79.00,16113.72
51.5010757446,-0.0021650002,13:39:59,20/10/2016,120.00,120.03,121.00,77.00,77.52,78.00,16113.72
51.5010643005,-0.0021700000,13:40:0,20/10/2016,116.00,118.87,120.00,75.00,76.14,77.00,16113.72
51.5010490417,-0.0021733000,13:40:1,20/10/2016,118.00,118.00,119.00,76.00,76.00,76.00,16113.72
51.5010414123,-0.0021733000,13:40:2,20/10/2016,119.00,118.28,119.00,76.00,75.76,76.00,16113.72
51.5010337829,-0.0021700000,13:40:3,20/10/2016,119.00,119.01,120.00,76.00,75.71,76.00,16113.72
51.5010261535,-0.0021665999,13:40:4,20/10/2016,119.00,119.24,120.00,76.00,75.96,76.00,16113.72
51.5010108947,-0.0021633000,13:40:5,20/10/2016,119.00,119.00,119.00,76.00,76.00,76.00,16113.72
51.5009994506,-0.0021633000,13:40:6,20/10/2016,120.00,119.75,120.00,76.00,76.00,76.00,16113.72
51.5009918212,-0.0021616001,13:40:7,20/10/2016,120.00,120.00,120.00,76.00,76.00,76.00,16113.72
51.5009841918,-0.0021600000,13:40:8,20/10/2016,120.00,120.00,120.00,76.00,76.00,76.00,16113.72
51.5009765625,-0.0021566002,13:40:9,20/10/2016,120.00,120.00,120.00,76.00,76.00,76.00,16113.72
51.5009689331,-0.0021532998,13:40:10,20/10/2016,121.00,120.00,121.00,76.00,76.00,76.00,16113.72
51.5009689331,-0.0021500000,13:40:11,20/10/2016,120.00,120.07,121.00,76.00,75.97,76.00,16113.72
51.5009689331,-0.0021500000,13:40:12,20/10/2016,120.00,120.06,121.00,76.00,75.78,76.00,16113.72
51.5009689331,-0.0021466002,13:40:13,20/10/2016,120.00,120.00,120.00,76.00,75.61,76.00,16113.72
51.5009689331,-0.0021466002,13:40:14,20/10/2016,120.00,120.00,120.00,76.00,76.00,76.00,16113.72
51.5009689331,-0.0021466002,13:40:15,20/10/2016,120.00,120.00,120.00,76.00,76.00,76.00,16113.72
51.5009689331,-0.0021466002,13:40:16,20/10/2016,119.00,119.69,120.00,76.00,76.00,76.00,16113.72
51.5009613037,-0.0021449999,13:40:17,20/10/2016,119.00,119.63,120.00,76.00,76.00,76.00,16113.72
51.5009422302,-0.0021466002,13:40:18,20/10/2016,119.00,119.44,120.00,76.00,76.00,76.00,16113.72
51.5009346008,-0.0021466002,13:40:19,20/10/2016,119.00,119.44,120.00,76.00,76.00,76.00,16113.72
51.5009193420,-0.0021466002,13:40:20,20/10/2016,119.00,119.00,120.00,76.00,76.00,76.00,16113.72
51.5009040832,-0.0021466002,13:40:21,20/10/2016,119.00,119.00,119.00,76.00,76.00,76.00,209.00
51.5008964538,-0.0021500000,13:40:22,20/10/2016,119.00,118.76,119.00,76.00,76.00,76.00,209.00
51.5008773803,-0.0021532998,13:40:23,20/10/2016,118.00,118.07,119.00,76.00,76.00,76.00,209.00
51.5008544921,-0.0021549999,13:40:24,20/10/2016,118.00,118.00,118.00,76.00,76.00,76.00,209.00
51.5008468627,-0.0021566002,13:40:25,20/10/2016,117.00,117.85,118.00,76.00,76.00,76.00,209.00
51.5008316040,-0.0021582999,13:40:26,20/10/2016,117.00,117.34,118.00,76.00,76.00,76.00,209.00
51.5008125305,-0.0021600000,13:40:27,20/10/2016,117.00,117.03,118.00,76.00,75.99,76.00,209.00
51.5007972717,-0.0021600000,13:40:28,20/10/2016,117.00,117.00,117.00,76.00,75.87,76.00,209.00
51.5007820129,-0.0021616001,13:40:29,20/10/2016,117.00,117.00,117.00,75.00,75.79,76.00,209.00
51.5007667541,-0.0021616001,13:40:30,20/10/2016,117.00,116.99,117.00,75.00,75.38,76.00,209.00
51.5007476806,-0.0021582999,13:40:31,20/10/2016,117.00,116.91,117.00,76.00,75.75,76.00,209.00
51.5007400512,-0.0021483001,13:40:32,20/10/2016,117.00,116.72,117.00,76.00,75.92,76.00,209.00
51.5007247924,-0.0021366000,13:40:33,20/10/2016,116.00,116.04,117.00,75.00,75.21,76.00,209.00
51.5007171630,-0.0021249997,13:40:34,20/10/2016,117.00,117.35,120.00,75.00,76.04,78.00,209.00
51.5006980895,-0.0021166002,13:40:35,20/10/2016,117.00,117.00,118.00,75.00,75.00,75.00,209.00
51.5006904602,-0.0021115999,13:40:36,20/10/2016,117.00,116.89,117.00,75.00,75.00,75.00,209.00
51.5006752014,-0.0021082999,13:40:37,20/10/2016,116.00,116.00,117.00,75.00,75.00,75.00,209.00
51.5006599426,-0.0021065998,13:40:38,20/10/2016,116.00,116.00,116.00,75.00,75.00,75.00,209.00
51.5006523132,-0.0021050002,13:40:39,20/10/2016,116.00,116.00,117.00,75.00,75.00,75.00,209.00
51.5006332397,-0.0021050002,13:40:40,20/10/2016,116.00,116.00,116.00,75.00,74.98,75.00,209.00
51.5006256103,-0.0021033000,13:40:41,20/10/2016,116.00,116.00,117.00,75.00,74.81,75.00,209.00
51.5006103515,-0.0021033000,13:40:42,20/10/2016,116.00,116.00,116.00,75.00,74.84,75.00,209.00
51.5006027221,-0.0020999999,13:40:43,20/10/2016,116.00,116.00,116.00,75.00,74.92,75.00,209.00
51.5005874633,-0.0020982999,13:40:44,20/10/2016,116.00,116.08,117.00,75.00,74.97,75.00,209.00
51.5005760192,-0.0020950002,13:40:45,20/10/2016,116.00,116.02,117.00,75.00,75.00,75.00,209.00
51.5005683898,-0.0020933001,13:40:46,20/10/2016,116.00,116.01,117.00,75.00,75.00,75.00,209.00
51.5005531311,-0.0020950002,13:40:47,20/10/2016,116.00,116.00,116.00,75.00,75.00,75.00,209.00
51.5005455017,-0.0020950002,13:40:48,20/10/2016,115.00,115.90,117.00,74.00,74.87,75.00,209.00
51.5005302429,-0.0020950002,13:40:49,20/10/2016,115.00,115.52,116.00,74.00,74.01,75.00,209.00
51.5005226135,-0.0020933001,13:40:50,20/10/2016,115.00,115.01,116.00,74.00,74.01,75.00,209.00
51.5005035400,-0.0020933001,13:40:51,20/10/2016,115.00,115.17,116.00,74.00,74.22,75.00,19006.06
51.5004959106,-0.0020933001,13:40:52,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,19006.06
51.5004806518,-0.0020915999,13:40:53,20/10/2016,115.00,114.90,116.00,75.00,75.00,75.00,19006.06
51.5004730224,-0.0020899999,13:40:54,20/10/2016,115.00,115.39,116.00,75.00,75.00,75.00,19006.06
51.5004539489,-0.0020899999,13:40:55,20/10/2016,114.00,114.39,115.00,74.00,74.39,75.00,19006.06
51.5004386901,-0.0020915999,13:40:56,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,19006.06
51.5004310607,-0.0020899999,13:40:57,20/10/2016,115.00,113.97,115.00,75.00,74.86,75.00,19006.06
51.5004158020,-0.0020883002,13:40:58,20/10/2016,116.00,114.93,117.00,75.00,75.00,75.00,19006.06
51.5004081726,-0.0020883002,13:40:59,20/10/2016,115.00,115.25,116.00,75.00,74.96,75.00,19006.06
51.5003890991,-0.0020883002,13:41:0,20/10/2016,115.00,114.82,116.00,74.00,74.12,75.00,19006.06
51.5003738403,-0.0020883002,13:41:1,20/10/2016,115.00,114.93,115.00,75.00,74.58,75.00,19006.06
51.5003662109,-0.0020866000,13:41:2,20/10/2016,115.00,115.00,116.00,75.00,75.00,75.00,19006.06
51.5003509521,-0.0020866000,13:41:3,20/10/2016,114.00,114.98,115.00,74.00,74.98,75.00,19006.06
51.5003433227,-0.0020899999,13:41:4,20/10/2016,114.00,114.02,115.00,74.00,74.01,75.00,19006.06
51.5003242492,-0.0020899999,13:41:5,20/10/2016,114.00,114.00,115.00,74.00,74.00,74.00,19006.06
51.5003089904,-0.0020883002,13:41:6,20/10/2016,114.00,114.00,115.00,74.00,74.00,74.00,19006.06
51.5003013610,-0.0020883002,13:41:7,20/10/2016,113.00,113.36,114.00,74.00,74.00,74.00,19006.06
51.5002861022,-0.0020866000,13:41:8,20/10/2016,114.00,113.36,114.00,75.00,74.11,75.00,19006.06
51.5002784729,-0.0020833001,13:41:9,20/10/2016,114.00,114.00,114.00,75.00,74.99,75.00,19006.06
51.5002593994,-0.0020799999,13:41:10,20/10/2016,114.00,114.03,115.00,75.00,75.00,75.00,19006.06
51.5002441406,-0.0020782999,13:41:11,20/10/2016,114.00,114.17,115.00,75.00,75.13,76.00,19006.06
51.5002365112,-0.0020750000,13:41:12,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,19006.06
51.5002212524,-0.0020733001,13:41:13,20/10/2016,114.00,113.41,114.00,75.00,75.00,75.00,19006.06
51.5002021789,-0.0020699999,13:41:14,20/10/2016,114.00,113.97,114.00,75.00,75.00,75.00,19006.06
51.5001945495,-0.0020666000,13:41:15,20/10/2016,113.00,113.74,114.00,75.00,75.00,75.00,19006.06
51.5001792907,-0.0020650000,13:41:16,20/10/2016,113.00,113.38,114.00,75.00,75.00,75.00,19006.06
51.5001640319,-0.0020633001,13:41:17,20/10/2016,114.00,113.98,114.00,75.00,75.00,75.00,19006.06
51.5001564025,-0.0020599999,13:41:18,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,19006.06
51.5001373291,-0.0020599999,13:41:19,20/10/2016,114.00,114.00,114.00,75.00,74.98,75.00,19006.06
51.5001296997,-0.0020633001,13:41:20,20/10/2016,113.00,113.91,114.00,74.00,74.63,75.00,19006.06
51.5001144409,-0.0020633001,13:41:21,20/10/2016,113.00,113.00,114.00,74.00,74.00,74.00,8996.53
51.5000991821,-0.0020666000,13:41:22,20/10/2016,112.00,112.36,113.00,74.00,74.00,74.00,8996.53
51.5000877380,-0.0020699999,13:41:23,20/10/2016,113.00,112.53,113.00,74.00,74.00,74.00,8996.53
51.5000724792,-0.0020715999,13:41:24,20/10/2016,112.00,111.98,112.00,74.00,74.00,74.00,8996.53
51.5000648498,-0.0020715999,13:41:25,20/10/2016,112.00,111.65,112.00,74.00,74.00,74.00,8996.53
51.5000495910,-0.0020699999,13:41:26,20/10/2016,112.00,112.01,113.00,74.00,74.00,74.00,8996.53
51.5000343322,-0.0020683000,13:41:27,20/10/2016,113.00,112.36,113.00,74.00,74.00,74.00,8996.53
51.5000152587,-0.0020666000,13:41:28,20/10/2016,113.00,112.98,113.00,74.00,74.00,74.00,8996.53
51.5000076293,-0.0020683000,13:41:29,20/10/2016,113.00,113.00,113.00,74.00,74.00,74.00,8996.53
51.4999923706,-0.0020715999,13:41:30,20/10/2016,114.00,113.23,114.00,74.00,74.00,74.00,8996.53
51.4999771118,-0.0020766000,13:41:31,20/10/2016,114.00,113.99,114.00,74.00,74.00,74.00,8996.53
51.4999656677,-0.0020815999,13:41:32,20/10/2016,114.00,113.98,114.00,74.00,74.00,74.00,8996.53
51.4999504089,-0.0020815999,13:41:33,20/10/2016,114.00,113.94,114.00,74.00,74.00,74.00,8996.53
51.4999351501,-0.0020815999,13:41:34,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4999275207,-0.0020833001,13:41:35,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4999122619,-0.0020899999,13:41:36,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4999008178,-0.0020899999,13:41:37,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4998855590,-0.0020883002,13:41:38,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4998779296,-0.0020850000,13:41:39,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4998626708,-0.0020833001,13:41:40,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4998435974,-0.0020815999,13:41:41,20/10/2016,114.00,113.99,114.00,74.00,74.04,75.00,8996.53
51.4998283386,-0.0020815999,13:41:42,20/10/2016,114.00,114.00,114.00,74.00,74.06,75.00,8996.53
51.4998130798,-0.0020782999,13:41:43,20/10/2016,114.00,114.00,114.00,74.00,74.00,74.00,8996.53
51.4998054504,-0.0020766000,13:41:44,20/10/2016,113.00,113.60,114.00,74.00,74.00,74.00,8996.53
51.4997901916,-0.0020766000,13:41:45,20/10/2016,113.00,113.37,114.00,74.00,74.00,74.00,8996.53
51.4997787475,-0.0020766000,13:41:46,20/10/2016,114.00,113.91,114.00,74.00,74.00,75.00,8996.53
51.4997634887,-0.0020750000,13:41:47,20/10/2016,114.00,114.00,114.00,75.00,74.81,75.00,8996.53
51.4997482299,-0.0020733001,13:41:48,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8996.53
51.4997406005,-0.0020715999,13:41:49,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8996.53
51.4997215270,-0.0020683000,13:41:50,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8996.53
51.4997138977,-0.0020650000,13:41:51,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8996.53
51.4996986389,-0.0020616002,13:41:52,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8735.98
51.4996910095,-0.0020566000,13:41:53,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8735.98
51.4996833801,-0.0020500001,13:41:54,20/10/2016,114.00,113.96,114.00,75.00,75.00,75.00,8735.98
51.4996757507,-0.0020433001,13:41:55,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8735.98
51.4996566772,-0.0020366001,13:41:56,20/10/2016,114.00,114.00,114.00,75.00,75.00,75.00,8735.98
51.4996490478,-0.0020332999,13:41:57,20/10/2016,114.00,113.93,114.00,75.00,75.00,75.00,8735.98
51.4996337890,-0.0020350000,13:41:58,20/10/2016,113.00,113.01,114.00,75.00,75.00,75.00,8735.98
51.4996185302,-0.0020350000,13:41:59,20/10/2016,113.00,113.00,113.00,75.00,74.98,75.00,8735.98
51.4995994567,-0.0020316002,13:42:0,20/10/2016,113.00,113.00,113.00,75.00,74.91,75.00,8735.98
51.4995841979,-0.0020283002,13:42:1,20/10/2016,112.00,112.06,113.00,74.00,74.00,74.00,8735.98
51.4995765686,-0.0020300002,13:42:2,20/10/2016,112.00,112.00,112.00,74.00,74.00,74.00,8735.98
51.4995613098,-0.0020350000,13:42:3,20/10/2016,112.00,112.00,112.00,75.00,74.14,75.00,8735.98
51.4995460510,-0.0020383000,13:42:4,20/10/2016,112.00,112.30,113.00,75.00,74.84,75.00,8735.98
51.4995346069,-0.0020399999,13:42:5,20/10/2016,112.00,112.02,113.00,75.00,74.12,75.00,8735.98
51.4995269775,-0.0020383000,13:42:6,20/10/2016,113.00,112.18,113.00,74.00,74.49,75.00,8735.98
51.4995193481,-0.0020415999,13:42:7,20/10/2016,113.00,113.00,113.00,75.00,74.79,75.00,8735.98
51.4995117187,-0.0020415999,13:42:8,20/10/2016,113.00,113.01,114.00,75.00,75.00,75.00,8735.98
51.4994964599,-0.0020450000,13:42:9,20/10/2016,114.00,113.47,114.00,75.00,75.00,75.00,8735.98
51.4994888305,-0.0020483002,13:42:10,20/10/2016,113.00,113.00,114.00,74.00,74.34,75.00,8735.98
51.4994773864,-0.0020533001,13:42:11,20/10/2016,113.00,113.00,113.00,74.00,74.00,75.00,8735.98
51.4994697570,-0.0020566000,13:42:12,20/10/2016,113.00,112.99,113.00,74.00,74.00,74.00,8735.98
51.4994621276,-0.0020566000,13:42:13,20/10/2016,113.00,112.95,113.00,74.00,74.00,74.00,8735.98
51.4994468688,-0.0020566000,13:42:14,20/10/2016,113.00,112.99,113.00,74.00,74.00,74.00,8735.98
51.4994392395,-0.0020550000,13:42:15,20/10/2016,113.00,112.99,113.00,74.00,74.00,74.00,8735.98
51.4994316101,-0.0020500001,13:42:16,20/10/2016,113.00,112.98,113.00,74.00,74.00,74.00,8735.98
51.4994239807,-0.0020466001,13:42:17,20/10/2016,112.00,112.27,113.00,74.00,74.00,74.00,8735.98
51.4994125366,-0.0020415999,13:42:18,20/10/2016,112.00,112.01,113.00,74.00,74.00,74.00,8735.98
51.4993972778,-0.0020383000,13:42:19,20/10/2016,113.00,112.91,113.00,74.00,74.00,74.00,8735.98
51.4993896484,-0.0020350000,13:42:20,20/10/2016,113.00,113.00,113.00,74.00,74.00,74.00,8735.98
51.4993743896,-0.0020350000,13:42:20,20/10/2016,113.00,113.00,113.00,74.00,74.00,74.00,8735.98
51.4993667602,-0.0020316002,13:42:22,20/10/2016,113.00,113.00,113.00,74.00,74.00,74.00,8735.98
51.4993476867,-0.0020283002,13:42:23,20/10/2016,113.00,112.99,113.00,74.00,74.00,74.00,17739.48
51.4993400573,-0.0020232999,13:42:24,20/10/2016,112.00,112.02,113.00,74.00,74.00,74.00,17739.48
51.4993247985,-0.0020199999,13:42:24,20/10/2016,113.00,112.47,113.00,74.00,74.00,74.00,17739.48
51.4993171691,-0.0020166001,13:42:26,20/10/2016,113.00,113.00,113.00,75.00,74.01,75.00,17739.48
51.4993019104,-0.0020116000,13:42:27,20/10/2016,113.00,113.00,113.00,75.00,74.88,75.00,17739.48
51.4992904663,-0.0020066001,13:42:28,20/10/2016,113.00,113.00,113.00,75.00,75.00,75.00,17739.48
51.4992752075,-0.0020016000,13:42:28,20/10/2016,112.00,112.27,113.00,75.00,74.59,75.00,17739.48
51.4992599487,-0.0019950000,13:42:30,20/10/2016,112.00,112.04,113.00,75.00,74.49,75.00,17739.48
51.4992523193,-0.0019899999,13:42:31,20/10/2016,113.00,112.03,115.00,74.00,74.16,75.00,17739.48
51.4992446899,-0.0019833000,13:42:32,20/10/2016,113.00,113.02,114.00,75.00,74.97,75.00,17739.48
51.4992256164,-0.0019783001,13:42:32,20/10/2016,112.00,112.80,114.00,74.00,74.20,75.00,17739.48
51.4992179870,-0.0019700002,13:42:34,20/10/2016,112.00,112.00,113.00,74.00,74.00,75.00,17739.48
